year,city,product_type,farmer_number,total_area,amount
2011,YALOVA,TERE,,,2
2011,YALOVA,YER KIRAZI,,,0
2011,YOZGAT,BADEM,,,0
2011,YOZGAT,KUSBURNU,,,1
2011,ZONGULDAK,ARMUT,,,1
2011,ZONGULDAK,BIBER,,,1
2011,ZONGULDAK,CILEK,,,0
2011,ZONGULDAK,DOMATES,,,1
2011,ZONGULDAK,DUT,,,0
2011,ZONGULDAK,ELMA,,,9
2011,ZONGULDAK,ERIK,,,1
2011,ZONGULDAK,FASULYE,,,0
2011,ZONGULDAK,FINDIK,,,593
2011,ZONGULDAK,HIYAR,,,0
2011,ZONGULDAK,INCIR,,,0
2011,ZONGULDAK,KABAK,,,0
2011,ZONGULDAK,KESTANE,,,1
2011,ZONGULDAK,KIRAZ,,,0
2011,ZONGULDAK,MANDARIN,,,0
2011,ZONGULDAK,PATLICAN,,,0
2011,ZONGULDAK,PIRASA,,,1
2011,ZONGULDAK,SEFTALI,,,0
2011,ZONGULDAK,UZUM,,,0
2011,ZONGULDAK,VISNE,,,0
2011,ZONGULDAK,BOGURTLEN,,,0
2012,AFYONKARAHISAR,CEVIZ,,,4
2011,ZONGULDAK,NAR,,,0
2011,ZONGULDAK,SOGAN,,,4
2010,KIRIKKALE,KARNABAHAR,,,0
2011,ZONGULDAK,BEZELYE,,,0
2011,ZONGULDAK,HAVUC,,,0
2011,ZONGULDAK,ISIRGAN OTU,,,0
2011,ZONGULDAK,KARPUZ,,,2
2011,ZONGULDAK,KIZILCIK,,,0
2011,ZONGULDAK,PATATES,,,5
2010,MANISA,KARNABAHAR,,,2
2011,ZONGULDAK,ENGINAR,,,0
2011,ZONGULDAK,IHLAMUR,,,0
2011,ZONGULDAK,MARUL,,,7
2011,ZONGULDAK,MISIR,,,1
2011,ZONGULDAK,NANE,,,1
2011,ZONGULDAK,PANCAR,,,1
2011,ZONGULDAK,ROKA,,,5
2011,ZONGULDAK,KIVI,,,1
2011,ZONGULDAK,ISPANAK,,,3
2010,MERSIN,KARNABAHAR,,,2
2010,NEVSEHIR,KARNABAHAR,,,2
2011,ZONGULDAK,PAZI,,,1
2010,SAMSUN,KARNABAHAR,,,0
2011,ZONGULDAK,TURP,,,2
2011,ZONGULDAK,BAMYA,,,0
2010,YALOVA,KARNABAHAR,,,6
2011,ZONGULDAK,LAHANA,,,2
2011,ZONGULDAK,KISNIS,,,0
2011,ZONGULDAK,KEREVIZ,,,3
2010,ZONGULDAK,KARNABAHAR,,,1
2011,ZONGULDAK,TERE,,,0
2011,ZONGULDAK,BAKLA,,,0
2011,ZONGULDAK,LAHANA(KIRMIZI),,,1
2012,ADANA,ACUR,,,0
2012,ADANA,AHUDUDU,,,0
2012,ADANA,ALTINTOP,,,1
2012,ADANA,ARMUT,,,78
2012,ADANA,AYVA,,,0
2012,ADANA,BAMYA,,,0
2012,ADANA,BIBER,,,1
2011,ANKARA,KARNABAHAR,,,11
2012,ADANA,BOGURTLEN,,,5
2012,ADANA,CENNET ELMASI,,,24
2012,AMASYA,CEVIZ,,,1
2012,ADANA,CARKI FELEK,,,0
2012,ADANA,CILEK,,,10
2012,ADANA,DEFNE,,,0
2012,ADANA,DOMATES,,,0
2012,ADANA,DUT,,,0
2012,ADANA,DUT(DOGADAN TOPLAMA),,,750
2012,ADANA,EBEGUMECI,,,0
2012,ADANA,ELMA,,,7
2012,ADANA,ENGINAR,,,105
2012,ADANA,ERIK,,,1
2012,ADANA,GREYFURT,,,734
2012,ADANA,HINDIBA,,,0
2012,ADANA,HURMA,,,0
2012,ADANA,HUNNAP,,,0
2012,ADANA,ISIRGAN OTU,,,0
2012,ADANA,INCIR,,,0
2012,ADANA,KABAK,,,0
2012,ADANA,KAMKAT,,,0
2012,ADANA,KARAHAN(DOGADAN TOPLAMA),,,0
2012,ADANA,KARPUZ,,,206
2012,ADANA,KAVUN,,,0
2012,ADANA,KAYISI,,,9
2012,ADANA,KEKIK,,,0
2012,ADANA,LAHANA(KARA),,,0
2012,ADANA,LIMON,,,997
2012,ADANA,MANDARIN,,,783
2012,ADANA,MISIR,,,418
2011,AYDIN,KARNABAHAR,,,5
2012,ADANA,NANE,,,0
2012,ADANA,NAR,,,1109
2012,ADANA,NAR(DOGADAN TOPLAMA),,,2000
2012,ADANA,PAMUK,,,176
2012,ADANA,PATLICAN,,,0
2012,ADANA,PORTAKAL,,,1808
2012,ADANA,PUREN,,,0
2011,BURSA,KARNABAHAR,,,15
2012,ADANA,SOGAN,,,24
2012,ADANA,SEFTALI,,,18
2012,ADANA,TURUNC,,,15
2012,ADANA,UZUM,,,0
2012,ADANA,YABAN MERSINI(DOGADAN TOPLAMA),,,700
2011,CANAKKALE,KARNABAHAR,,,0
2012,ADANA,YER KIRAZI,,,0
2012,ADANA,ZEYTIN,,,155
2012,ADIYAMAN,ANTEPFISTIGI,,,62
2012,ADIYAMAN,ARPA,,,5
2012,ADIYAMAN,BADEM,,,21
2012,ADIYAMAN,BUGDAY,,,304
2012,ANKARA,CEVIZ,,,3
2012,ADIYAMAN,DOMATES,,,8
2012,ADIYAMAN,DUT,,,92
2012,ADIYAMAN,FIG,,,8
2012,ADIYAMAN,KEKIK,,,0
2012,ADIYAMAN,KIRAZ,,,0
2012,ADIYAMAN,MISIR,,,40
2012,ADIYAMAN,NAR,,,136
2012,ADIYAMAN,NOHUT,,,224
2012,ADIYAMAN,PAMUK,,,67
2012,ADIYAMAN,UZUM,,,153
2012,ADIYAMAN,YONCA,,,4
2012,ADIYAMAN,ZEYTIN,,,11
2012,AFYONKARAHISAR,ANASON,,,84
2012,AFYONKARAHISAR,ARMUT,,,36
2012,AFYONKARAHISAR,ARPA,,,276
2012,AFYONKARAHISAR,ASPIR,,,0
2012,AFYONKARAHISAR,AYVA,,,32
2012,AFYONKARAHISAR,BADEM,,,3
2012,AFYONKARAHISAR,BAKLA,,,3
2011,ESKISEHIR,KARNABAHAR,,,1
2012,AFYONKARAHISAR,BAMYA,,,0
2011,ISTANBUL,KARNABAHAR,,,2
2012,AFYONKARAHISAR,BEZELYE,,,2
2012,AFYONKARAHISAR,BIBER,,,7
2012,AFYONKARAHISAR,BORULCE,,,0
2012,AFYONKARAHISAR,BROKOLI,,,2
2012,AFYONKARAHISAR,BUGDAY,,,536
2012,AFYONKARAHISAR,BURCAK,,,2
2012,AFYONKARAHISAR,CENNET ELMASI,,,0
2012,ANTALYA,CEVIZ,,,0
2012,AFYONKARAHISAR,CEVIZ(FIDAN),,,0
2012,AFYONKARAHISAR,CAYIR,,,2
2011,IZMIR,KARNABAHAR,,,27
2012,AFYONKARAHISAR,DOMATES,,,25
2012,AFYONKARAHISAR,DUT,,,0
2012,AFYONKARAHISAR,ELMA,,,788
2012,AFYONKARAHISAR,ENGINAR,,,2
2012,AFYONKARAHISAR,ERIK,,,383
2012,AFYONKARAHISAR,FASULYE,,,3
2012,AFYONKARAHISAR,FASULYE(KURU),,,0
2012,AFYONKARAHISAR,FINDIK,,,0
2012,AFYONKARAHISAR,FIG,,,11
2012,AFYONKARAHISAR,GUL,,,137
2012,AFYONKARAHISAR,HASHAS,,,3
2012,AFYONKARAHISAR,HAVUC,,,38
2012,AFYONKARAHISAR,HIYAR,,,7
2012,AFYONKARAHISAR,ISPANAK,,,4
2012,AFYONKARAHISAR,KABAK,,,3
2011,KIRIKKALE,KARNABAHAR,,,1
2012,AFYONKARAHISAR,KARPUZ,,,50
2012,AFYONKARAHISAR,KAVUN,,,53
2012,AFYONKARAHISAR,KAYISI,,,40
2012,AFYONKARAHISAR,KEREVIZ,,,7
2012,AFYONKARAHISAR,KIZILCIK,,,0
2012,AFYONKARAHISAR,KIMYON,,,120
2012,AFYONKARAHISAR,KIRAZ,,,247
2012,AFYONKARAHISAR,KUSBURNU,,,0
2012,AFYONKARAHISAR,KUZU KULAGI,,,0
2012,AFYONKARAHISAR,LAHANA,,,4
2012,AFYONKARAHISAR,MARUL,,,1
2011,MANISA,KARNABAHAR,,,0
2012,AFYONKARAHISAR,MERCIMEK,,,20
2012,AFYONKARAHISAR,MISIR,,,272
2011,MERSIN,KARNABAHAR,,,1
2012,AFYONKARAHISAR,MUSMULA,,,1
2011,NEVSEHIR,KARNABAHAR,,,3
2012,AFYONKARAHISAR,NEKTARIN,,,0
2012,AFYONKARAHISAR,NOHUT,,,201
2012,AFYONKARAHISAR,PANCAR,,,2
2011,SAKARYA,KARNABAHAR,,,1
2012,AFYONKARAHISAR,PAPATYA,,,20
2012,AFYONKARAHISAR,PATATES,,,8
2012,AFYONKARAHISAR,PATLICAN,,,1
2012,AFYONKARAHISAR,PAZI,,,1
2012,AFYONKARAHISAR,PIRASA,,,2
2012,AFYONKARAHISAR,REZENE,,,1
2011,YALOVA,KARNABAHAR,,,10
2011,ZONGULDAK,KARNABAHAR,,,0
2012,AFYONKARAHISAR,SOGAN,,,7
2012,AFYONKARAHISAR,SUSAM,,,2
2012,AFYONKARAHISAR,SEFTALI,,,2
2012,AFYONKARAHISAR,UZUM,,,6
2012,AFYONKARAHISAR,VISNE,,,601
2012,AFYONKARAHISAR,YER ELMASI,,,0
2012,AFYONKARAHISAR,YONCA,,,583
2012,AGRI,ARPA,,,6145
2012,AGRI,ASPIR,,,47
2012,AGRI,AYCICEGI,,,740
2012,AGRI,BIBER,,,1
2012,AGRI,BUGDAY,,,23626
2012,AGRI,CAYIR,,,9460
2012,AGRI,ELMA,,,0
2012,AGRI,ELMA(FIDAN),,,0
2012,AGRI,FIG,,,3079
2012,AGRI,KARPUZ,,,2
2012,AGRI,KAVUN,,,9
2012,AGRI,KIMYON,,,6
2012,AGRI,KORUNGA,,,7244
2012,AGRI,MERCIMEK,,,2006
2012,AFYONKARAHISAR,KARNABAHAR,,,1
2012,ANKARA,KARNABAHAR,,,206
2012,AGRI,NOHUT,,,138
2012,AGRI,REZENE,,,10
2012,AGRI,YONCA,,,17982
2012,AKSARAY,YONCA,,,249
2012,AMASYA,AHUDUDU,,,0
2012,AMASYA,ARMUT,,,1
2012,AMASYA,ARPA,,,18
2012,AMASYA,AYVA,,,10
2012,AMASYA,BADEM,,,0
2012,AMASYA,BOGURTLEN,,,0
2012,AMASYA,BUGDAY,,,24
2012,ARTVIN,CEVIZ,,,24
2012,AMASYA,CILEK,,,1
2012,AMASYA,DOMATES,,,1
2012,AMASYA,ELMA,,,87
2012,AMASYA,ERIK,,,0
2012,AMASYA,FASULYE,,,1
2012,AMASYA,HASHAS,,,0
2012,AMASYA,KIRAZ,,,4
2012,AMASYA,SOGAN,,,73
2012,AMASYA,SEFTALI,,,1
2012,AMASYA,UZUM,,,0
2012,AMASYA,VISNE,,,1
2012,ANKARA,AHUDUDU,,,0
2012,ANKARA,ARMUT,,,7
2012,ANKARA,ARPA,,,249
2012,ANKARA,ASPIR,,,76
2012,ANKARA,AYCICEGI,,,151
2012,ANKARA,AYVA,,,2
2012,ANKARA,BADEM,,,6
2012,AYDIN,KARNABAHAR,,,2
2012,ANKARA,BAMYA,,,2
2012,BURSA,KARNABAHAR,,,1
2012,ANKARA,BEZELYE,,,5
2012,ANKARA,BIBER,,,38
2012,ANKARA,BOGURTLEN,,,0
2012,ANKARA,BORULCE,,,0
2012,ANKARA,BROKOLI,,,5
2012,ANKARA,BUGDAY,,,1297
2012,AYDIN,CEVIZ,,,65
2012,ANKARA,CEVIZ(FIDAN),,,0
2012,ANKARA,CILEK,,,9
2012,CANAKKALE,KARNABAHAR,,,8
2012,ANKARA,DOMATES,,,139
2012,ANKARA,DUT,,,9
2012,ANKARA,EBEGUMECI,,,1
2012,ANKARA,ELMA,,,56
2012,ANKARA,ERIK,,,5
2012,ANKARA,FASULYE,,,18
2012,ANKARA,FESLEGEN,,,1
2012,ESKISEHIR,KARNABAHAR,,,3
2012,ANKARA,HAVUC,,,73
2012,ANKARA,HIYAR,,,57
2012,ANKARA,IHLAMUR,,,0
2012,ANKARA,ISIRGAN OTU,,,1
2012,ANKARA,ISPANAK,,,395
2012,ANKARA,KABAK,,,17
2012,ISTANBUL,KARNABAHAR,,,9
2012,ANKARA,KARPUZ,,,51
2012,ANKARA,KAVUN,,,45
2012,ANKARA,KAYISI,,,9
2012,ANKARA,KIRAZ,,,10
2012,ANKARA,KUSBURNU,,,0
2012,ANKARA,KUZU KULAGI,,,1
2012,ANKARA,LABADA(DOGADAN TOPLAMA),,,1
2012,ANKARA,LAHANA,,,15
2012,ANKARA,LAHANA(KARA),,,8
2012,ANKARA,MAHLEP,,,0
2012,ANKARA,MARUL,,,5
2012,IZMIR,KARNABAHAR,,,10
2012,ANKARA,MERCIMEK,,,1
2012,ANKARA,MEYAN KOKU(DOGADAN TOPLAMA),,,1
2012,ANKARA,MISIR,,,56
2012,KOCAELI,KARNABAHAR,,,1
2012,ANKARA,MUSMULA,,,2
2012,MANISA,KARNABAHAR,,,22
2012,ANKARA,NANE,,,2
2012,ANKARA,NOHUT,,,2
2012,ANKARA,PANCAR,,,26
2012,ANKARA,PATATES,,,99
2012,ANKARA,PATLICAN,,,22
2012,ANKARA,PAZI,,,1
2012,ANKARA,PIRASA,,,2
2012,ANKARA,ROKA,,,2
2012,MERSIN,KARNABAHAR,,,2
2012,ANKARA,SOGAN,,,2264
2012,ANKARA,SOLUCAN OTU(DOGADAN TOPLAMA),,,0
2012,ANKARA,SALGAM,,,3
2012,ANKARA,SEFTALI,,,1
2012,ANKARA,TERE,,,3
2012,ANKARA,TURP,,,11
2012,ANKARA,UVEZ,,,0
2012,ANKARA,UZUM,,,76
2012,ANKARA,VISNE,,,7
2012,ANKARA,YER ELMASI,,,1
2012,ANKARA,YONCA,,,3
2012,ANKARA,ZERDALI,,,1
2012,ANTALYA,ADACAYI(DOGADAN TOPLAMA),,,24
2012,ANTALYA,ALTIN CILEK,,,0
2012,ANTALYA,ANASON,,,2
2012,ANTALYA,ARMUT,,,0
2012,ANTALYA,AVOKADO,,,69
2012,ANTALYA,AYVA,,,0
2012,ANTALYA,BADEM,,,10
2012,ANTALYA,BAKLA,,,2
2012,ANTALYA,BIBER,,,2
2012,ANTALYA,BIBERIYE,,,42
2012,ANTALYA,BOGURTLEN,,,0
2012,ANTALYA,BROKOLI,,,0
2012,ANTALYA,BUGDAY,,,9
2012,ANTALYA,CALENDULA(DOGADAN TOPLAMA),,,0
2012,BILECIK,CEVIZ,,,1
2012,ANTALYA,DAGCAYI(DOGADAN TOPLAMA),,,1
2012,ANTALYA,DOMATES,,,31
2012,ANTALYA,DUT,,,0
2012,ANTALYA,EKINEZYA,,,0
2012,ANTALYA,ELMA,,,1
2012,ANTALYA,ENGINAR,,,0
2012,ANTALYA,ERIK,,,1
2012,ANTALYA,FASULYE,,,1
2012,ANTALYA,FIG,,,14
2012,ANTALYA,FRENK INCIRI,,,0
2012,ANTALYA,GREYFURT,,,12
2012,ANTALYA,GUL,,,0
2012,ANTALYA,HIYAR,,,6
2012,ANTALYA,IHLAMUR,,,0
2012,ANTALYA,ISIRGAN OTU,,,1
2012,ANTALYA,INCIR,,,0
2012,ANTALYA,KABAK,,,7
2012,ANTALYA,KAKTUS,,,0
2012,ANTALYA,KARAHAN(DOGADAN TOPLAMA),,,25
2012,ANTALYA,KAYISI,,,0
2012,ANTALYA,KECIBOYNUZU,,,0
2012,ANTALYA,KECIBOYNUZU(DOGADAN TOPLAMA),,,10
2012,ANTALYA,KEKIK,,,12
2012,ANTALYA,KEKIK(DOGADAN TOPLAMA),,,78
2012,ANTALYA,KESTANE,,,0
2012,ANTALYA,KIRAZ,,,0
2012,ANTALYA,KISNIS,,,0
2012,ANTALYA,LAHANA,,,1
2012,MUGLA,KARNABAHAR,,,2
2012,ANTALYA,LIMON,,,21
2012,ANTALYA,MANDARIN,,,24
2012,ANTALYA,MARUL,,,0
2012,NEVSEHIR,KARNABAHAR,,,7
2012,ZONGULDAK,KARNABAHAR,,,1
2012,ANTALYA,MERSIN(DOGADAN TOPLAMA),,,127
2012,ANTALYA,MUZ,,,0
2013,AFYONKARAHISAR,KARNABAHAR,,,2
2012,ANTALYA,NANE,,,1
2012,ANTALYA,NAR,,,2474
2012,ANTALYA,OKALIPTUS,,,0
2012,ANTALYA,PATATES,,,1
2012,ANTALYA,PATLICAN,,,6
2012,ANTALYA,PIRASA,,,0
2012,ANTALYA,PORTAKAL,,,125
2013,ANKARA,KARNABAHAR,,,278
2013,AYDIN,KARNABAHAR,,,6
2012,ANTALYA,SEFTALI,,,2
2012,ANTALYA,TURP,,,0
2012,ANTALYA,UZUM,,,20
2013,CANAKKALE,KARNABAHAR,,,13
2012,ANTALYA,YER ELMASI,,,0
2012,ANTALYA,YONCA,,,20
2012,ANTALYA,ZEYTIN,,,29
2012,ARDAHAN,ARPA,,,357
2012,ARDAHAN,BUGDAY,,,92
2012,ARDAHAN,CAVDAR,,,7
2012,ARDAHAN,CAYIR,,,1952
2012,ARDAHAN,FIG,,,3284
2012,ARDAHAN,KORUNGA,,,1144
2012,ARDAHAN,YONCA,,,73
2012,ARDAHAN,YULAF,,,19
2012,ARTVIN,ARMUT,,,10
2012,ARTVIN,ARPA,,,18
2012,ARTVIN,AYVA,,,3
2013,DENIZLI,KARNABAHAR,,,4
2012,ARTVIN,BIBER,,,2
2012,ARTVIN,BUGDAY,,,20
2012,BURSA,CEVIZ,,,353
2012,ARTVIN,CEVIZ(FIDAN),,,0
2012,ARTVIN,CAYIR,,,46
2012,ARTVIN,CELTIK,,,18
2012,ARTVIN,DOMATES,,,8
2012,ARTVIN,DUT,,,22
2012,ARTVIN,ELMA,,,26
2012,ARTVIN,ERIK,,,2
2012,ARTVIN,ERIK(FIDAN),,,0
2012,ARTVIN,FASULYE,,,2
2012,ARTVIN,FASULYE(KURU),,,2
2012,ARTVIN,FINDIK,,,851
2012,ARTVIN,FIG,,,20
2012,ARTVIN,HIYAR,,,5
2012,ARTVIN,HURMA,,,1
2012,ARTVIN,INCIR,,,8
2012,ARTVIN,KARPUZ,,,23
2012,ARTVIN,KAVUN,,,89
2012,ARTVIN,KAYISI,,,7
2012,ARTVIN,KIZILCIK,,,9
2012,ARTVIN,KIRAZ,,,11
2012,ARTVIN,KIRAZ(FIDAN),,,0
2012,ARTVIN,KORUNGA,,,6
2012,ARTVIN,LAHANA,,,3
2012,ARTVIN,MISIR,,,5
2013,ESKISEHIR,KARNABAHAR,,,3
2012,ARTVIN,NAR,,,15
2012,ARTVIN,PATLICAN,,,0
2012,ARTVIN,SEFTALI,,,3
2012,ARTVIN,UVEZ,,,0
2012,ARTVIN,UZUM,,,12
2012,ARTVIN,VISNE,,,1
2013,ISTANBUL,KARNABAHAR,,,5
2012,ARTVIN,YER KIRAZI,,,0
2012,ARTVIN,YONCA,,,515
2012,ARTVIN,ZEYTIN,,,33
2012,AYDIN,ACUR,,,1
2012,AYDIN,ADACAYI,,,0
2012,AYDIN,ADACAYI(DOGADAN TOPLAMA),,,0
2012,AYDIN,AGAC KAVUNU,,,0
2012,AYDIN,AHUDUDU,,,0
2012,AYDIN,ANTEPFISTIGI,,,19
2012,AYDIN,ARMUT,,,52
2012,AYDIN,ARPA,,,31
2012,AYDIN,AVOKADO,,,0
2012,AYDIN,AYCICEGI,,,0
2012,AYDIN,AYVA,,,4
2012,AYDIN,BADEM,,,5
2012,AYDIN,BAKLA,,,2
2013,IZMIR,KARNABAHAR,,,6
2012,AYDIN,BAMYA,,,1
2013,KIRIKKALE,KARNABAHAR,,,1
2012,AYDIN,BERGAMOT,,,0
2012,AYDIN,BEZELYE,,,1
2012,AYDIN,BIBER,,,50
2012,AYDIN,BIBERIYE,,,0
2012,AYDIN,BOGURTLEN,,,5
2012,AYDIN,BORULCE,,,2
2012,AYDIN,BROKOLI,,,4
2012,AYDIN,BUGDAY,,,743
2012,AYDIN,CENNET ELMASI,,,1
2012,CANAKKALE,CEVIZ,,,6
2012,AYDIN,CEVIZ(FIDAN),,,0
2013,KIRSEHIR,KARNABAHAR,,,1
2012,AYDIN,CAVDAR,,,1
2012,AYDIN,DEFNE,,,0
2012,AYDIN,DEFNE(DOGADAN TOPLAMA),,,255
2012,AYDIN,DENIZ BORULCESI,,,0
2013,KOCAELI,KARNABAHAR,,,2
2012,AYDIN,DEVE DIKENI,,,100
2012,AYDIN,DOMATES,,,902
2012,AYDIN,DUT,,,5
2012,AYDIN,EBEGUMECI,,,0
2012,AYDIN,ELMA,,,2295
2012,AYDIN,ERIK,,,10
2012,AYDIN,FASULYE,,,7
2012,AYDIN,FESLEGEN,,,1
2012,AYDIN,FINDIK,,,0
2012,AYDIN,FIG,,,13
2012,AYDIN,FRENK INCIRI,,,0
2012,AYDIN,GREYFURT,,,3
2012,AYDIN,HATMI,,,0
2012,AYDIN,HAVUC,,,1
2012,AYDIN,HAYIT,,,100
2012,AYDIN,HIYAR,,,19
2012,AYDIN,IHLAMUR,,,0
2012,AYDIN,ISIRGAN OTU,,,1
2013,MANISA,KARNABAHAR,,,26
2012,AYDIN,ISPANAK,,,1
2012,AYDIN,IGDE,,,0
2012,AYDIN,INCIR,,,21649
2012,AYDIN,KABAK,,,7
2012,AYDIN,KANTARON,,,0
2012,AYDIN,KAPARI(DOGADAN TOPLAMA),,,0
2013,MERSIN,KARNABAHAR,,,3
2012,AYDIN,KARPUZ,,,10
2012,AYDIN,KAVUN,,,6
2012,AYDIN,KAYISI,,,35
2012,AYDIN,KEKIK,,,15
2012,AYDIN,KEKIK(DOGADAN TOPLAMA),,,160
2012,AYDIN,KEREVIZ,,,5
2012,AYDIN,KESTANE,,,734
2012,AYDIN,KIZILCIK,,,0
2012,AYDIN,KIRAZ,,,33
2012,AYDIN,KISNIS,,,0
2012,AYDIN,LAHANA,,,3
2013,NEVSEHIR,KARNABAHAR,,,2
2012,AYDIN,LIMON,,,9
2012,AYDIN,MAHLEP,,,0
2012,AYDIN,MANDARIN,,,131
2012,AYDIN,MANTAR,,,0
2012,AYDIN,MARUL,,,3
2013,TOKAT,KARNABAHAR,,,0
2012,AYDIN,MERSIN,,,0
2012,AYDIN,MESE,,,0
2012,AYDIN,MEYAN KOKU(DOGADAN TOPLAMA),,,100
2012,AYDIN,MISIR,,,98
2013,YALOVA,KARNABAHAR,,,32
2012,AYDIN,MUSMULA,,,0
2014,AFYONKARAHISAR,KARNABAHAR,,,872
2012,AYDIN,NANE,,,1
2012,AYDIN,NAR,,,922
2012,AYDIN,PAMUK,,,2865
2012,AYDIN,PAMUKLUK,,,100
2014,ANKARA,KARNABAHAR,,,11
2012,AYDIN,PATATES,,,2
2012,AYDIN,PATLICAN,,,10
2012,AYDIN,PAZI,,,3
2012,AYDIN,PELIT,,,22
2012,AYDIN,PIRASA,,,3
2012,AYDIN,PORTAKAL,,,44
2012,AYDIN,REZENE,,,1
2012,AYDIN,ROKA,,,2
2014,AYDIN,KARNABAHAR,,,7
2014,BURSA,KARNABAHAR,,,1
2012,AYDIN,SOGAN,,,3
2014,CANAKKALE,KARNABAHAR,,,1
2012,AYDIN,SEFTALI,,,17
2012,AYDIN,TURP,,,2
2012,AYDIN,TURUNC,,,2
2012,AYDIN,UZUM,,,214
2012,AYDIN,UZUM (KURU),,,22
2012,AYDIN,VISNE,,,1
2014,DENIZLI,KARNABAHAR,,,3
2012,AYDIN,YER KIRAZI,,,0
2012,AYDIN,YONCA,,,265
2012,AYDIN,ZEYTIN,,,12712
2012,AYDIN,ZEYTIN(DOGADAN TOPLAMA),,,0
2012,BALIKESIR,ARPA,,,16
2012,BALIKESIR,BADEM,,,0
2014,ESKISEHIR,KARNABAHAR,,,1
2014,ISTANBUL,KARNABAHAR,,,19
2012,BALIKESIR,BIBER,,,226
2012,BALIKESIR,BUGDAY,,,123
2014,IZMIR,KARNABAHAR,,,4
2014,KOCAELI,KARNABAHAR,,,1
2012,BALIKESIR,DOMATES,,,70
2012,BALIKESIR,FASULYE,,,0
2012,BALIKESIR,HASHAS,,,131
2012,BALIKESIR,HIYAR,,,0
2014,KONYA,KARNABAHAR,,,2
2012,BALIKESIR,KARABAS OTU(DOGADAN TOPLAMA),,,1
2012,BALIKESIR,KARPUZ,,,0
2012,BALIKESIR,KAVUN,,,0
2012,BALIKESIR,MISIR,,,59
2014,MANISA,KARNABAHAR,,,5
2012,BALIKESIR,NOHUT,,,57
2012,BALIKESIR,PATLICAN,,,0
2012,BALIKESIR,YONCA,,,1
2012,BALIKESIR,YULAF,,,4
2012,BALIKESIR,ZEYTIN,,,26
2012,BARTIN,AHUDUDU,,,0
2012,BARTIN,BOGURTLEN,,,3
2012,BATMAN,BUGDAY,,,1217
2012,BATMAN,MERCIMEK,,,377
2012,BAYBURT,ARPA,,,161
2012,BAYBURT,BUGDAY,,,364
2012,BAYBURT,CAVDAR,,,52
2012,BAYBURT,CAYIR,,,165
2012,BAYBURT,FASULYE,,,0
2012,BAYBURT,FIG,,,537
2012,BAYBURT,KORUNGA,,,1747
2012,BAYBURT,LAHANA,,,1
2012,BAYBURT,MERCIMEK,,,5
2012,BAYBURT,MISIR,,,7
2014,MERSIN,KARNABAHAR,,,4
2014,MUGLA,KARNABAHAR,,,1
2012,BAYBURT,PATATES,,,7
2012,BAYBURT,TRITIKALE,,,28
2012,BAYBURT,YONCA,,,6688
2012,BAYBURT,YULAF,,,21
2012,BILECIK,AHUDUDU,,,0
2012,BILECIK,AYVA,,,0
2012,BILECIK,BADEM,,,4
2012,BILECIK,BAMYA,,,0
2012,BILECIK,BIBER,,,1
2012,BILECIK,CENNET ELMASI,,,4
2012,DENIZLI,CEVIZ,,,0
2012,BILECIK,CILEK,,,1
2012,BILECIK,DOMATES,,,3
2012,BILECIK,ERIK,,,1
2012,BILECIK,ERIK(FIDAN),,,0
2012,BILECIK,FASULYE,,,2
2012,BILECIK,FINDIK,,,1
2012,BILECIK,HAVUC,,,0
2012,BILECIK,INCIR,,,35
2012,BILECIK,KARPUZ,,,1
2012,BILECIK,KIRAZ,,,8
2012,BILECIK,LAHANA,,,0
2012,BILECIK,LAHANA(KARA),,,0
2012,BILECIK,MARUL,,,0
2014,NEVSEHIR,KARNABAHAR,,,2
2012,BILECIK,MISIR,,,0
2014,SAMSUN,KARNABAHAR,,,1
2012,BILECIK,NANE,,,0
2012,BILECIK,NAR,,,581
2012,BILECIK,NOHUT,,,0
2012,BILECIK,PATATES,,,1
2012,BILECIK,PATLICAN,,,0
2012,BILECIK,PAZI,,,0
2012,BILECIK,PIRASA,,,0
2012,BILECIK,TURP,,,0
2012,BILECIK,UZUM,,,0
2012,BILECIK,VISNE,,,0
2012,BILECIK,ZEYTIN,,,0
2012,BINGOL,BUGDAY,,,2
2012,BITLIS,ARMUT,,,0
2012,BITLIS,ARPA,,,54
2012,BITLIS,BUGDAY,,,3083
2012,BITLIS,CAVDAR,,,35
2012,BITLIS,CAYIR,,,3995
2012,BITLIS,DOMATES,,,98
2012,BITLIS,ELMA,,,0
2012,BITLIS,ELMA(DOGADAN TOPLAMA),,,100
2012,BITLIS,FASULYE(KURU),,,4
2012,BITLIS,FIG,,,118
2012,BITLIS,HIYAR,,,13
2014,YALOVA,KARNABAHAR,,,12
2012,BITLIS,KANTARON(DOGADAN TOPLAMA),,,20
2012,BITLIS,KARPUZ,,,18
2012,BITLIS,KAVUN,,,20
2012,BITLIS,KAYISI,,,0
2012,BITLIS,KAYISI(DOGADAN TOPLAMA),,,180
2012,BITLIS,KEKIK,,,45
2012,BITLIS,KIRAZ,,,0
2012,BITLIS,KORUNGA,,,884
2012,BITLIS,KUSBURNU,,,115
2014,ZONGULDAK,KARNABAHAR,,,1
2015,AFYONKARAHISAR,KARNABAHAR,,,2
2012,BITLIS,NOHUT,,,6
2015,ANKARA,KARNABAHAR,,,27
2015,AYDIN,KARNABAHAR,,,7
2015,BALIKESIR,KARNABAHAR,,,4
