year,city,product_type,farmer_number,total_area,amount
2014,IZMIR,PATATES,,,3
2014,IZMIR,PATLICAN,,,7
2014,IZMIR,PELIT,,,0
2014,IZMIR,PIRASA,,,4
2014,IZMIR,PORTAKAL,,,6
2014,IZMIR,PUREN,,,1
2014,IZMIR,RADIKA,,,0
2014,IZMIR,REZENE,,,0
2014,IZMIR,ROKA,,,1
2014,IZMIR,SAKIZ,,,0
2017,CANAKKALE,MISIR(SILAJLIK),,,638
2017,CORUM,MISIR(SILAJLIK),,,0
2014,IZMIR,SOGAN,,,5
2014,IZMIR,SORGUM,,,33
2014,IZMIR,SOYA,,,0
2014,IZMIR,SUMAK,,,0
2017,DUZCE,MISIR(SILAJLIK),,,13
2014,IZMIR,SEFTALI,,,107
2014,IZMIR,SEVKETI BOSTAN,,,0
2014,IZMIR,TARHANA OTU,,,0
2014,IZMIR,TERE,,,1
2014,IZMIR,TURP,,,1
2014,IZMIR,TURP OTU,,,1
2014,IZMIR,TURUNC,,,0
2014,IZMIR,UZUM,,,2747
2014,IZMIR,UZUM (KURU),,,375
2014,IZMIR,VISNE,,,1
2017,ELAZIG,MISIR(SILAJLIK),,,0
2017,ERZINCAN,MISIR(SILAJLIK),,,101
2017,ERZURUM,MISIR(SILAJLIK),,,3219
2014,IZMIR,YONCA,,,145
2014,IZMIR,YULAF,,,8
2017,GUMUSHANE,MISIR(SILAJLIK),,,3836
2014,IZMIR,ZEYTIN,,,4602
2014,IZMIR,ZEYTIN(FIDAN),,,0
2014,KAHRAMANMARAS,ARPA,,,6
2014,KAHRAMANMARAS,BUGDAY,,,0
2014,KAHRAMANMARAS,ELMA,,,0
2014,KAHRAMANMARAS,KAYISI,,,9
2014,KAHRAMANMARAS,KIRAZ,,,0
2017,IZMIR,MISIR(SILAJLIK),,,811
2014,KARABUK,ARPA,,,1
2014,KARABUK,BAMYA,,,1
2014,KARABUK,BIBER,,,2
2014,KARABUK,BUGDAY,,,14
2014,KARABUK,BURCAK,,,14
2014,KARABUK,DOMATES,,,7
2014,KARABUK,FASULYE,,,3
2014,KARABUK,HIYAR,,,3
2014,KARABUK,KABAK,,,1
2014,KARABUK,MISIR,,,1
2017,KASTAMONU,MISIR(SILAJLIK),,,77
2014,KARABUK,NOHUT,,,0
2014,KARABUK,PATLICAN,,,1
2014,KARABUK,SAFRAN,,,0
2014,KARAMAN,ADACAYI,,,2
2014,KARAMAN,BUGDAY,,,10
2014,KARAMAN,EKINEZYA,,,1
2014,KARAMAN,GUMUSDUGME,,,0
2014,KARAMAN,KANTARON,,,1
2014,KARAMAN,KAYISI,,,1
2014,KARAMAN,KEKIK,,,1
2014,KARAMAN,KIRAZ,,,17
2017,KIRIKKALE,MISIR(SILAJLIK),,,0
2017,KONYA,MISIR(SILAJLIK),,,452
2014,KARAMAN,MISIR,,,360
2014,KARAMAN,NANE,,,1
2014,KARAMAN,TRITIKALE,,,3
2014,KARAMAN,UZUM,,,99
2014,KARAMAN,YONCA,,,500
2014,KARAMAN,ZEYTIN,,,16
2014,KARS,ARPA,,,14628
2014,KARS,ASPIR,,,2
2014,KARS,BUGDAY,,,26013
2014,KIRSEHIR,CEVIZ,,,5
2014,KARS,CAVDAR,,,10
2014,KARS,CAYIR,,,1771
2014,KARS,ELMA,,,10
2014,KARS,FIG,,,28188
2017,MUS,MISIR(SILAJLIK),,,0
2014,KARS,KAYISI,,,43
2014,KARS,KORUNGA,,,17363
2014,KARS,MERCIMEK,,,3
2014,KARS,MISIR,,,7
2017,NIGDE,MISIR(SILAJLIK),,,0
2017,TOKAT,MISIR(SILAJLIK),,,0
2014,KARS,PATATES,,,4
2014,KARS,YONCA,,,1387
2014,KARS,YULAF,,,231
2014,KASTAMONU,AHUDUDU,,,0
2014,KASTAMONU,ALIC(DOGADAN TOPLAMA),,,400
2014,KASTAMONU,ARMUT,,,1
2014,KASTAMONU,ARPA,,,6
2014,KASTAMONU,AYVA,,,1
2014,KASTAMONU,BOGURTLEN,,,0
2014,KASTAMONU,BUGDAY,,,3
2014,KASTAMONU,BURCAK,,,3
2014,KILIS,CEVIZ,,,1
2014,KASTAMONU,CAYIR,,,60
2014,KASTAMONU,CILEK,,,1
2014,KASTAMONU,DUT,,,0
2014,KASTAMONU,ELMA,,,2441
2014,KASTAMONU,ELMA(DOGADAN TOPLAMA),,,1000
2014,KASTAMONU,ERIK,,,0
2017,VAN,MISIR(SILAJLIK),,,384
2014,KASTAMONU,KIZILCIK,,,1
2010,ERZURUM,MISIR(SILAJ),,,699
2014,KASTAMONU,KIRAZ,,,0
2014,KASTAMONU,KORUNGA,,,500
2010,IZMIR,MISIR(SILAJ),,,2930
2010,SAMSUN,MISIR(SILAJ),,,13
2012,AFYONKARAHISAR,MISIR(SILAJ),,,7
2014,KASTAMONU,MUSMULA,,,0
2012,AGRI,MISIR(SILAJ),,,395
2014,KASTAMONU,PATATES,,,3
2014,KASTAMONU,SEFTALI,,,0
2014,KASTAMONU,VISNE,,,1
2012,ANKARA,MISIR(SILAJ),,,55
2014,KASTAMONU,YONCA,,,451
2014,KAYSERI,ARMUT,,,0
2014,KAYSERI,AYCICEGI,,,0
2014,KAYSERI,AYVA,,,1
2014,KAYSERI,BADEM,,,2
2012,AYDIN,MISIR(SILAJ),,,3666
2014,KAYSERI,BIBER,,,1
2014,KAYSERI,BOGURTLEN,,,1
2014,KAYSERI,DOMATES,,,14
2014,KAYSERI,ELMA,,,24
2014,KAYSERI,ERIK,,,0
2014,KAYSERI,FASULYE,,,2
2014,KAYSERI,FASULYE(KURU),,,0
2014,KAYSERI,GIREBOLU,,,0
2014,KAYSERI,HIYAR,,,1
2014,KAYSERI,IGDE,,,0
2014,KAYSERI,KABAK,,,0
2014,KAYSERI,KARPUZ,,,1
2014,KAYSERI,KAVUN,,,3
2014,KAYSERI,KAYISI,,,1
2014,KAYSERI,KIRAZ,,,1
2014,KAYSERI,MISIR,,,2
2012,BAYBURT,MISIR(SILAJ),,,415
2014,KAYSERI,PATLICAN,,,0
2014,KAYSERI,SOGAN,,,0
2014,KAYSERI,UZUM,,,34
2014,KAYSERI,VISNE,,,0
2014,KIRIKKALE,AYVA,,,0
2012,BITLIS,MISIR(SILAJ),,,31
2014,KIRIKKALE,BIBER,,,4
2014,KIRIKKALE,BUGDAY,,,1
2014,KIRIKKALE,BURCAK,,,1
2014,KIRIKKALE,DOMATES,,,9
2014,KIRIKKALE,ELMA,,,1
2014,KIRIKKALE,ERIK,,,0
2014,KIRIKKALE,FASULYE,,,0
2014,KIRIKKALE,FASULYE(KURU),,,0
2014,KIRIKKALE,HIYAR,,,3
2014,KIRIKKALE,LAHANA,,,0
2014,KIRIKKALE,MISIR,,,1
2014,KIRIKKALE,NOHUT,,,0
2014,KIRIKKALE,PATATES,,,1
2014,KIRIKKALE,PATLICAN,,,1
2014,KIRIKKALE,PIRASA,,,3
2014,KIRIKKALE,SOGAN,,,8
2014,KIRIKKALE,YONCA,,,4
2014,KIRIKKALE,ZERDALI,,,0
2014,KIRKLARELI,ALABAS,,,0
2014,KIRKLARELI,ARMUT,,,1
2014,KIRKLARELI,AYCICEGI,,,89
2014,KIRKLARELI,AYVA,,,0
2014,KIRKLARELI,BAKLA,,,1
2014,KIRKLARELI,BEZELYE,,,4
2014,KIRKLARELI,BIBER,,,1
2014,KIRKLARELI,BROKOLI,,,0
2014,KIRKLARELI,BUGDAY,,,54
2014,KIRKLARELI,BURCAK,,,31
2014,KOCAELI,CEVIZ,,,8
2014,KIRKLARELI,CAYIR,,,117
2014,KIRKLARELI,DEFNE,,,0
2014,KIRKLARELI,DUT,,,1
2014,KIRKLARELI,ELMA,,,25
2014,KIRKLARELI,ERIK,,,1
2014,KIRKLARELI,FASULYE,,,0
2014,KIRKLARELI,IHLAMUR,,,0
2014,KIRKLARELI,ISPANAK,,,5
2014,KIRKLARELI,KAVUN,,,30
2014,KIRKLARELI,KAYISI,,,1
2014,KIRKLARELI,KEKIK,,,0
2014,KIRKLARELI,KIRAZ,,,3
2014,KIRKLARELI,LAHANA,,,0
2014,KIRKLARELI,MARUL,,,8
2012,BOLU,MISIR(SILAJ),,,144
2014,KIRKLARELI,MISIR,,,4
2012,BURSA,MISIR(SILAJ),,,11
2014,KIRKLARELI,PAPATYA,,,0
2014,KIRKLARELI,PIRASA,,,4
2014,KIRKLARELI,ROKA,,,0
2014,KIRKLARELI,SOGAN,,,2
2014,KIRKLARELI,SEFTALI,,,0
2014,KIRKLARELI,TERE,,,0
2014,KIRKLARELI,TURP,,,0
2014,KIRKLARELI,UZUM,,,10
2014,KIRKLARELI,VISNE,,,1
2014,KIRKLARELI,YEMBITKISI,,,79
2014,KIRKLARELI,YONCA,,,35
2014,KIRSEHIR,ARMUT,,,6
2014,KIRSEHIR,AYCICEGI,,,23
2014,KIRSEHIR,BADEM,,,3
2014,KIRSEHIR,BAMYA,,,1
2014,KIRSEHIR,BIBER,,,2
2014,KONYA,CEVIZ,,,46
2014,KIRSEHIR,CILEK,,,0
2014,KIRSEHIR,DOMATES,,,20
2014,KIRSEHIR,ELMA,,,15
2014,KIRSEHIR,FASULYE,,,2
2014,KIRSEHIR,HIYAR,,,6
2014,KIRSEHIR,KARPUZ,,,25
2014,KIRSEHIR,KAVUN,,,20
2014,KIRSEHIR,LAHANA,,,4
2012,CANAKKALE,MISIR(SILAJ),,,10942
2014,KIRSEHIR,PATATES,,,2
2014,KIRSEHIR,PATLICAN,,,4
2012,ERZINCAN,MISIR(SILAJ),,,654
2014,KIRSEHIR,SOGAN,,,4
2014,KIRSEHIR,UZUM,,,10
2014,KILIS,ANTEPFISTIGI,,,8
2014,KILIS,ARPA,,,262
2014,KILIS,BIBER,,,76
2014,KILIS,BUGDAY,,,122
2014,KUTAHYA,CEVIZ,,,0
2014,KILIS,MERCIMEK,,,90
2014,KILIS,NOHUT,,,114
2014,KILIS,UZUM,,,21
2014,KILIS,ZEYTIN,,,1126
2014,KOCAELI,ADACAYI,,,0
2014,KOCAELI,ARMUT,,,2
2014,KOCAELI,ARPA,,,28
2014,KOCAELI,AT KUYRUGU,,,0
2014,KOCAELI,AYCICEGI,,,0
2014,KOCAELI,AYVA,,,0
2014,KOCAELI,BAKLA,,,0
2012,ERZURUM,MISIR(SILAJ),,,509
2014,KOCAELI,BAMYA,,,1
2012,GUMUSHANE,MISIR(SILAJ),,,3071
2014,KOCAELI,BEZELYE,,,0
2014,KOCAELI,BIBER,,,7
2014,KOCAELI,BIBERIYE,,,0
2014,KOCAELI,BOGURTLEN,,,0
2014,KOCAELI,BORULCE,,,1
2014,KOCAELI,BROKOLI,,,1
2014,KOCAELI,BUGDAY,,,1
2014,KOCAELI,CENNET ELMASI,,,0
2014,MALATYA,CEVIZ,,,32
2014,KOCAELI,CEVIZ(FIDAN),,,0
2014,KOCAELI,CILEK,,,6
2014,KOCAELI,DEFNE,,,1
2012,IZMIR,MISIR(SILAJ),,,4258
2014,KOCAELI,DOMATES,,,14
2014,KOCAELI,DUT,,,0
2014,KOCAELI,EBEGUMECI,,,0
2014,KOCAELI,ELMA,,,2
2014,KOCAELI,ENGINAR,,,0
2014,KOCAELI,ERIK,,,1
2014,KOCAELI,FASULYE,,,4
2014,KOCAELI,FASULYE(KURU),,,0
2014,KOCAELI,FESLEGEN,,,0
2014,KOCAELI,FINDIK,,,2
2014,KOCAELI,GELINCIK,,,0
2014,KOCAELI,HARDAL OTU,,,0
2014,KOCAELI,HAVUC,,,0
2014,KOCAELI,HIYAR,,,5
2014,KOCAELI,HODAN,,,0
2014,KOCAELI,IHLAMUR,,,0
2014,KOCAELI,ISIRGAN OTU,,,0
2014,KOCAELI,ISPANAK,,,3
2014,KOCAELI,INCIR,,,1
2014,KOCAELI,KABAK,,,2
2014,KOCAELI,KANTARON,,,0
2012,KARAMAN,MISIR(SILAJ),,,443
2014,KOCAELI,KARPUZ,,,3
2014,KOCAELI,KAVUN,,,1
2014,KOCAELI,KEKIK,,,0
2014,KOCAELI,KEREVIZ,,,0
2014,KOCAELI,KESTANE(DOGADAN TOPLAMA),,,0
2014,KOCAELI,KIZILCIK,,,0
2014,KOCAELI,KIRAZ,,,11
2014,KOCAELI,KIRAZ(FIDAN),,,0
2014,KOCAELI,KISNIS,,,0
2014,KOCAELI,KOCAYEMIS(DOGADAN TOPLAMA),,,0
2014,KOCAELI,KUDRET NARI,,,1
2012,KARS,MISIR(SILAJ),,,32
2014,KOCAELI,KUSKONMAZ,,,0
2014,KOCAELI,KUZU KULAGI,,,0
2014,KOCAELI,LAHANA,,,3
2014,KOCAELI,LAHANA(BRUKSEL),,,0
2014,KOCAELI,LAHANA(KARA),,,1
2014,KOCAELI,MARUL,,,3
2012,KASTAMONU,MISIR(SILAJ),,,433
2014,KOCAELI,MERCIMEK,,,0
2014,KOCAELI,MISIR,,,3
2014,KOCAELI,MUSMULA(DOGADAN TOPLAMA),,,0
2012,KONYA,MISIR(SILAJ),,,84
2014,KOCAELI,NANE,,,0
2014,KOCAELI,NAR,,,2
2014,KOCAELI,NOHUT,,,0
2014,KOCAELI,PANCAR,,,0
2012,MANISA,MISIR(SILAJ),,,82
2014,KOCAELI,PATATES,,,3
2014,KOCAELI,PATLICAN,,,5
2014,KOCAELI,PAZI,,,1
2014,KOCAELI,PEPINO,,,1
2014,KOCAELI,PIRASA,,,2
2014,KOCAELI,RADIKA,,,0
2014,KOCAELI,REZENE,,,0
2014,KOCAELI,ROKA,,,0
2012,MARDIN,MISIR(SILAJ),,,2733
2012,MUS,MISIR(SILAJ),,,228
2014,KOCAELI,SOGAN,,,1
2014,KOCAELI,SUSAM,,,1
2014,KOCAELI,SEFTALI,,,0
2014,KOCAELI,SEKER KAMISI,,,0
2014,KOCAELI,SEVKETI BOSTAN,,,0
2014,KOCAELI,TERE,,,0
2014,KOCAELI,TURP,,,2
2014,KOCAELI,UVEZ,,,0
2014,KOCAELI,UZUM,,,11
2014,KOCAELI,VISNE,,,0
2014,KOCAELI,YER ELMASI,,,1
2014,KOCAELI,YER FISTIGI,,,0
2014,KOCAELI,YER KIRAZI,,,1
2014,KOCAELI,YULAF,,,1
2014,KOCAELI,ZEYTIN(FIDAN),,,0
2014,KONYA,ACI BAKLA,,,0
2014,KONYA,ADACAYI,,,0
2014,KONYA,ALIC,,,0
2014,KONYA,ANASON,,,86
2014,KONYA,ARMUT,,,39
2014,KONYA,ARPA,,,90
2014,KONYA,AYVA,,,2
2014,KONYA,BADEM,,,0
2014,KONYA,BIBER,,,15
2014,KONYA,BOGURTLEN,,,0
2014,KONYA,BUGDAY,,,299
2014,MANISA,CEVIZ,,,175
2014,KONYA,CAVDAR,,,22
2014,KONYA,CILEK,,,2000
2012,SAMSUN,MISIR(SILAJ),,,64
2014,KONYA,DOMATES,,,16
2014,KONYA,ELMA,,,550
2014,KONYA,ERIK,,,91
2014,KONYA,FASULYE,,,18
2014,KONYA,FASULYE(KURU),,,2
2014,KONYA,FESLEGEN,,,0
2014,KONYA,FINDIK,,,1
2014,KONYA,FIG,,,46
2014,KONYA,GIREBOLU,,,0
2014,KONYA,HAVUC,,,2785
2014,KONYA,HIYAR,,,7
2014,KONYA,ISPANAK,,,2
2014,KONYA,IGDE,,,1
2014,KONYA,KABAK,,,6
2012,SIVAS,MISIR(SILAJ),,,32
2014,KONYA,KAYISI,,,4
2014,KONYA,KIMYON,,,80
2014,KONYA,KIRAZ,,,387
2014,KONYA,LAHANA,,,2
2014,KONYA,MARUL,,,0
2012,SANLIURFA,MISIR(SILAJ),,,220
2014,KONYA,MERCIMEK,,,7
2014,KONYA,MISIR,,,8
2014,KONYA,MUSMULA,,,1
2012,VAN,MISIR(SILAJ),,,88
2014,KONYA,NANE,,,1
2014,KONYA,NOHUT,,,11
2014,KONYA,PANCAR,,,109
2014,KONYA,PATATES,,,95
2014,KONYA,PATLICAN,,,0
2014,KONYA,PIRASA,,,1
2013,AFYONKARAHISAR,MISIR(SILAJ),,,16
2013,AGRI,MISIR(SILAJ),,,1479
2014,KONYA,SOGAN,,,12
2014,KONYA,SUSAM,,,15
2014,KONYA,SEFTALI,,,7
2014,KONYA,UZUM,,,10
2014,KONYA,VISNE,,,2169
2014,KONYA,YONCA,,,89
2014,KONYA,YULAF,,,19
2014,KUTAHYA,ARMUT,,,2
2014,MARDIN,CEVIZ,,,4
2014,KUTAHYA,ELMA,,,206
2014,KUTAHYA,ERIK,,,2
2014,KUTAHYA,KIRAZ,,,136
2013,AYDIN,MISIR(SILAJ),,,2393
2014,KUTAHYA,NEKTARIN,,,2
2014,KUTAHYA,UZUM,,,10
2014,KUTAHYA,VISNE,,,283
2013,BOLU,MISIR(SILAJ),,,251
2013,BURDUR,MISIR(SILAJ),,,215
2014,MALATYA,ARMUT,,,4
2014,MALATYA,ARPA,,,230
2014,MALATYA,BADEM,,,52
2014,MALATYA,BIBER,,,26
2014,MALATYA,BUGDAY,,,810
2014,MALATYA,BURCAK,,,11
2014,MALATYA,CENNET ELMASI,,,0
2014,MERSIN,CEVIZ,,,245
2014,MALATYA,CAYIR,,,3
2014,MALATYA,DOMATES,,,1022
2014,MALATYA,DUT,,,1250
2014,MALATYA,ELMA,,,323
2014,MALATYA,ERIK,,,5
2014,MALATYA,FESLEGEN,,,2
2014,MALATYA,FIG,,,39
2014,MALATYA,HAVUC,,,167
2014,MALATYA,KARPUZ,,,10
2014,MALATYA,KAVAK,,,0
2014,MALATYA,KAVUN,,,22
2014,MALATYA,KAYISI,,,1636
2014,MALATYA,KAYISI(FIDAN),,,10
2014,MALATYA,KIRAZ,,,331
2014,MALATYA,KORUNGA,,,130
2014,MALATYA,MERCIMEK,,,196
2014,MALATYA,MISIR,,,8
2013,BURSA,MISIR(SILAJ),,,14
2014,MALATYA,MURDUMUK,,,172
2013,CANAKKALE,MISIR(SILAJ),,,8037
2014,MALATYA,NAR,,,3
2014,MALATYA,NOHUT,,,464
2014,MALATYA,PATLICAN,,,10
2014,MALATYA,UZUM,,,114
2014,MALATYA,VISNE,,,3
2014,MALATYA,YONCA,,,167
2014,MALATYA,YULAF,,,1
2014,MALATYA,ZERDALI,,,3
2014,MANISA,ADACAYI(DOGADAN TOPLAMA),,,20
2014,MANISA,ARMUT,,,18
2014,MANISA,ARPA,,,308
2014,MANISA,AYVA,,,35
2014,MANISA,BADEM,,,502
2014,MANISA,BIBER,,,2139
2014,MANISA,BROKOLI,,,1398
2014,MANISA,BUGDAY,,,583
2014,MUS,CEVIZ,,,1
2013,DENIZLI,MISIR(SILAJ),,,98
2014,MANISA,CILEK,,,2
2013,ERZINCAN,MISIR(SILAJ),,,1036
2014,MANISA,DOMATES,,,3540
2014,MANISA,ELMA,,,1878
2014,MANISA,ENGINAR,,,2
2014,MANISA,ERIK,,,270
2014,MANISA,FIG,,,33
2014,MANISA,GUL,,,0
2014,MANISA,HASHAS,,,394
2014,MANISA,HIYAR,,,2
2014,MANISA,ISPANAK,,,1198
2014,MANISA,KAPARI,,,5
2013,ERZURUM,MISIR(SILAJ),,,5250
2014,MANISA,KARPUZ,,,6
2014,MANISA,KAVAK,,,0
2014,MANISA,KAVUN,,,92
2014,MANISA,KAYISI,,,72
2014,MANISA,KEKIK(DOGADAN TOPLAMA),,,40
2014,MANISA,KIRAZ,,,207
2014,MANISA,KUSKONMAZ,,,0
2014,MANISA,LAHANA,,,7
2014,MANISA,MARUL,,,3
2013,ISPARTA,MISIR(SILAJ),,,0
2014,MANISA,MISIR,,,2841
2013,IZMIR,MISIR(SILAJ),,,5470
2014,MANISA,MUSMULA,,,0
2013,KARS,MISIR(SILAJ),,,99
2014,MANISA,NANE,,,2
2014,MANISA,NAR,,,520
2014,MANISA,NOHUT,,,6
2014,MANISA,PAMUK,,,588
2014,MANISA,PATLICAN,,,33
2014,MANISA,PELIN OTU(DOGADAN TOPLAMA),,,30
2014,MANISA,ROKA,,,5
2013,KASTAMONU,MISIR(SILAJ),,,625
2014,MANISA,SOGAN,,,4
2014,MANISA,SUSAM,,,90
2014,MANISA,SALGAM,,,45
2014,MANISA,SEFTALI,,,103
2014,MANISA,TRITIKALE,,,0
2014,MANISA,TUTUN,,,107
2014,MANISA,UZUM,,,13450
2014,MANISA,UZUM (KURU),,,5201
2014,MANISA,VISNE,,,22
2014,MANISA,YONCA,,,135
2014,MANISA,YULAF,,,2
2014,MANISA,ZEYTIN,,,8252
2014,MARDIN,ARPA,,,57
2014,MARDIN,BUGDAY,,,2793
2014,NEVSEHIR,CEVIZ,,,1
2014,MARDIN,ELMA,,,8
2014,MARDIN,KAYISI,,,1
2014,MARDIN,MERCIMEK,,,34
2014,MARDIN,MISIR,,,203
2014,MARDIN,NAR,,,19
2014,MARDIN,PAMUK,,,86
2014,MARDIN,SEFTALI,,,4
2014,MARDIN,UZUM,,,24
2014,MARDIN,YONCA,,,95
2014,MERSIN,ADACAYI(DOGADAN TOPLAMA),,,250
2014,MERSIN,ALIC,,,0
2014,MERSIN,ALIC(DOGADAN TOPLAMA),,,500
2014,MERSIN,ARDIC TOHUMU,,,20
2014,MERSIN,ARDIC TOHUMU(DOGADAN TOPLAMA),,,100
2014,MERSIN,ARMUT,,,3
2014,MERSIN,ARPA,,,21
2014,MERSIN,AYCICEGI,,,1
2014,MERSIN,AYVA,,,3
2014,MERSIN,BADEM,,,110
2014,MERSIN,BAKLA,,,10
2013,MALATYA,MISIR(SILAJ),,,585
2014,MERSIN,BEZELYE,,,2
2014,MERSIN,BIBER,,,16
2014,MERSIN,BIBERIYE,,,1
2013,MANISA,MISIR(SILAJ),,,1
2014,MERSIN,BROKOLI,,,2
2014,MERSIN,BUGDAY,,,164
2014,SAKARYA,CEVIZ,,,0
2014,MERSIN,CAM FISTIGI (DOGADAN TOPLAMA),,,42
2014,MERSIN,CILEK,,,15
2014,MERSIN,DEFNE(DOGADAN TOPLAMA),,,1221
2013,MUGLA,MISIR(SILAJ),,,11
2014,MERSIN,DOMATES,,,269
2014,MERSIN,ELMA,,,13
2014,MERSIN,ENGINAR,,,46
2014,MERSIN,ERIK,,,30
2014,MERSIN,FASULYE,,,20
2014,MERSIN,FRENK INCIRI,,,30
2014,MERSIN,FRENK INCIRI(DOGADAN TOPLAMA),,,70
2014,MERSIN,GREYFURT,,,25
2014,MERSIN,GREYFURT (DOGADAN TOPLAMA),,,700
2014,MERSIN,HAVUC,,,14
2014,MERSIN,HIYAR,,,81
2014,MERSIN,ISPANAK,,,5
2014,MERSIN,KABAK,,,51
2014,MERSIN,KAMKAT,,,1
2013,MUS,MISIR(SILAJ),,,1177
2014,MERSIN,KARPUZ,,,85
2014,MERSIN,KAYISI,,,419
2014,MERSIN,KECIBOYNUZU,,,534
2014,MERSIN,KECIBOYNUZU(DOGADAN TOPLAMA),,,800
2014,MERSIN,KEKIK,,,2
2014,MERSIN,KEKIK(DOGADAN TOPLAMA),,,300
2014,MERSIN,KOCAYEMIS(DOGADAN TOPLAMA),,,1600
2014,MERSIN,KORUNGA,,,66
2014,MERSIN,LAHANA,,,8
2014,MERSIN,LAHANA(KARA),,,2
2014,MERSIN,LIMON,,,614
2014,MERSIN,LIMON (DOGADAN TOPLAMA),,,1000
2014,MERSIN,MANDARIN,,,154
2014,MERSIN,MANDARIN (DOGADAN TOPLAMA),,,550
2014,MERSIN,MARUL,,,9
2013,SAMSUN,MISIR(SILAJ),,,61
2014,MERSIN,MISIR,,,17
2014,MERSIN,MUZ,,,536
2013,SIVAS,MISIR(SILAJ),,,277
2014,MERSIN,NANE,,,2
2014,MERSIN,NAR,,,85
2014,MERSIN,NAR(DOGADAN TOPLAMA),,,30
2014,MERSIN,NOHUT,,,115
2014,MERSIN,PANCAR,,,5
2014,MERSIN,PATATES,,,24
2014,MERSIN,PATLICAN,,,25
2014,MERSIN,PELIN OTU(DOGADAN TOPLAMA),,,50
2014,MERSIN,PIRASA,,,5
2014,MERSIN,PORTAKAL,,,245
2014,MERSIN,PORTAKAL (DOGADAN TOPLAMA),,,1000
2014,MERSIN,ROKA,,,2
2014,MERSIN,SANDAL,,,0
2013,TUNCELI,MISIR(SILAJ),,,104
2013,VAN,MISIR(SILAJ),,,683
2014,MERSIN,SOGAN,,,35
2014,AFYONKARAHISAR,MISIR(SILAJ),,,151
2014,AGRI,MISIR(SILAJ),,,1109
2014,MERSIN,SEFTALI,,,0
2014,MERSIN,TURP,,,5
2014,MERSIN,UZUM,,,2459
2014,MERSIN,YABAN MERSINI,,,170
2014,MERSIN,YABAN MERSINI(DOGADAN TOPLAMA),,,650
2014,AYDIN,MISIR(SILAJ),,,254
2014,BALIKESIR,MISIR(SILAJ),,,96
2014,BITLIS,MISIR(SILAJ),,,34
2014,MERSIN,ZEYTIN,,,845
2014,MUGLA,ADACAYI,,,30
2014,MUGLA,ADACAYI(DOGADAN TOPLAMA),,,140
2014,MUGLA,ALIC(DOGADAN TOPLAMA),,,10
2014,MUGLA,ARMUT,,,0
2014,MUGLA,AVOKADO,,,0
2014,MUGLA,BADEM,,,39
2014,MUGLA,BAKLA,,,15
2014,BOLU,MISIR(SILAJ),,,2
2014,MUGLA,BIBER,,,6
2014,BURSA,MISIR(SILAJ),,,49
2014,MUGLA,BOGURTLEN,,,0
2014,MUGLA,BORULCE,,,0
2014,MUGLA,BROKOLI,,,1
2014,MUGLA,BUGDAY,,,31
2014,MUGLA,BURCAK,,,1
2014,MUGLA,CAVDAR,,,1
2014,MUGLA,CILEK,,,1
2014,MUGLA,DEFNE,,,0
2014,MUGLA,DEFNE(DOGADAN TOPLAMA),,,20
2014,MUGLA,DOMATES,,,14
2014,MUGLA,ELMA,,,0
2014,MUGLA,ENGINAR,,,0
2014,MUGLA,ERIK,,,0
2014,MUGLA,FASULYE,,,3
2014,MUGLA,FIG,,,11
2014,MUGLA,GREYFURT,,,0
2014,MUGLA,HIYAR,,,1
2014,MUGLA,ISPANAK,,,0
2014,MUGLA,INCIR,,,0
2014,MUGLA,KABAK,,,0
2014,CANAKKALE,MISIR(SILAJ),,,1285
2014,MUGLA,KARPUZ,,,0
2014,MUGLA,KAVUN,,,0
2014,MUGLA,KAYISI,,,0
2014,MUGLA,KECIBOYNUZU,,,1
2014,MUGLA,KEKIK,,,50
2014,MUGLA,KEKIK(DOGADAN TOPLAMA),,,240
2014,MUGLA,KEREVIZ,,,1
2014,MUGLA,KOCAYEMIS(DOGADAN TOPLAMA),,,10
2014,MUGLA,LAHANA,,,2
2014,DUZCE,MISIR(SILAJ),,,4
2014,MUGLA,LIMON,,,43
2014,MUGLA,MANDARIN,,,42
2014,MUGLA,MARUL,,,1
2014,ERZINCAN,MISIR(SILAJ),,,516
2014,MUGLA,MISIR,,,22
2014,ERZURUM,MISIR(SILAJ),,,3292
2014,IZMIR,MISIR(SILAJ),,,127
2014,MUGLA,NAR,,,85
2014,MUGLA,NEKTARIN,,,0
2014,MUGLA,NOHUT,,,8
2014,MUGLA,PATLICAN,,,3
2014,MUGLA,PIRASA,,,0
2014,MUGLA,PORTAKAL,,,156
2014,KARS,MISIR(SILAJ),,,161
2014,KASTAMONU,MISIR(SILAJ),,,9
2014,MUGLA,SOGAN,,,1
2014,MUGLA,SUSAM,,,151
2014,MUGLA,SEFTALI,,,6
2014,MUGLA,TERE,,,0
2014,MUGLA,TURP,,,0
2014,MUGLA,TURUNC,,,0
2014,MUGLA,UZUM,,,4
2014,MUGLA,YABAN MERSINI(DOGADAN TOPLAMA),,,0
2014,MALATYA,MISIR(SILAJ),,,244
2014,MANISA,MISIR(SILAJ),,,645
2014,MUGLA,MISIR(SILAJ),,,0
2014,MUGLA,YONCA,,,5
2014,MUGLA,YULAF,,,35
2014,MUGLA,ZEYTIN,,,1568
2014,MUS,ARMUT,,,2
2014,MUS,ARPA,,,1881
2014,MUS,AYCICEGI,,,20
2014,MUS,BADEM,,,0
